"","trip_id","start_date","start_station_name","start_station_id","end_date","end_station_name","end_station_id","bike_number","zip_code","subscriber_type","c_subscription_type","member_birth_year","member_gender","bike_share_for_all_trip"
"671",1.6232e+19,"2018-02-07 09:40:54 UTC","14th St at Mandela Pkwy","230","2018-02-07 09:44:17 UTC","West Oakland BART Station","160","1623","","Subscriber","Subscriber","1988","Male","No"
"672",2.1922e+19,"2018-02-07 09:08:41 UTC","Shattuck Ave at Hearst Ave","244","2018-02-07 09:13:19 UTC","Fulton St at Bancroft Way","247","2192","","Subscriber","Subscriber","1979","Female","No"
"673",3.2812e+19,"2018-02-07 08:21:29 UTC","45th St at Manila","210","2018-02-07 08:26:56 UTC","MacArthur BART Station","176","3281","","Subscriber","Subscriber","","","No"
"674",2.2802e+19,"2018-02-07 08:14:44 UTC","Paseo De San Antonio at 2nd St","311","2018-02-07 08:23:26 UTC","San Jose Diridon Station","312","2280","","Subscriber","Subscriber","1981","Female","No"
"675",1.1462e+19,"2018-02-07 08:08:47 UTC","29th St at Church St","145","2018-02-07 08:13:03 UTC","Valencia St at 24th St","134","1146","","Subscriber","Subscriber","1989","Female","No"
"676",2.7152e+19,"2018-02-07 07:59:22 UTC","Pierce Ave at Market St","294","2018-02-07 08:04:45 UTC","S. 4th St at San Carlos St","208","2715","","Subscriber","Subscriber","1991","Male","Yes"
"677",3.4062e+19,"2018-02-07 06:48:07 UTC","Market St at Brockhurst St","214","2018-02-07 06:55:11 UTC","MacArthur BART Station","176","3406","","Subscriber","Subscriber","1992","Other","No"
"678",3.6912e+19,"2018-02-06 23:08:36 UTC","Shattuck Ave at Telegraph Ave","158","2018-02-06 23:27:47 UTC","San Pablo Ave at MLK Jr Way","220","3691","","Customer","Customer","","","No"
"679",1.1442e+19,"2018-02-06 20:37:35 UTC","Santa Clara St at Almaden Blvd","314","2018-02-06 20:44:38 UTC","Autumn Parkway at Coleman Ave","291","1144","","Subscriber","Subscriber","1977","Male","No"
"680",2.4842e+19,"2018-02-06 17:04:18 UTC","Addison St at Fourth St","259","2018-02-06 19:27:01 UTC","Addison St at Fourth St","259","2484","","Customer","Customer","","","No"
"681",3.2362e+19,"2018-02-06 19:16:40 UTC","San Salvador St at 1st St","316","2018-02-06 19:23:34 UTC","San Jose Diridon Station","312","3236","","Subscriber","Subscriber","1988","Male","No"
"682",2.2062e+19,"2018-02-06 17:06:26 UTC","William St at 10th St","295","2018-02-06 17:37:43 UTC","Delmas Ave and San Fernando St","283","2206","","Customer","Customer","","","No"
"683",9.83202e+18,"2018-02-06 16:53:27 UTC","Cesar Chavez St at Dolores St","140","2018-02-06 16:57:48 UTC","Valencia St at 24th St","134","983","","Subscriber","Subscriber","1970","Male","No"
"684",1.0182e+19,"2018-02-06 15:38:46 UTC","S. 4th St at San Carlos St","208","2018-02-06 15:49:29 UTC","Fountain Alley at S 2nd St","341","1018","","Subscriber","Subscriber","1995","Male","Yes"
"685",3.0322e+19,"2018-02-06 15:01:32 UTC","San Bruno Ave at 16th St","101","2018-02-06 15:17:23 UTC","Cyril Magnin St at Ellis St","4","3032","","Subscriber","Subscriber","1980","Male","No"
"686",3.4162e+19,"2018-02-06 13:33:22 UTC","McAllister St at Baker St","52","2018-02-06 14:18:49 UTC","Raymond Kimbell Playground","31","3416","","Customer","Customer","","","No"
"687",3.4802e+19,"2018-02-06 12:09:49 UTC","Shattuck Ave at 55th Ave","173","2018-02-06 12:12:02 UTC","Shattuck Ave at 51st St","174","3480","","Subscriber","Subscriber","","","No"
"688",1.7002e+19,"2018-02-06 07:39:08 UTC","Jackson St at 5th St","304","2018-02-06 07:48:43 UTC","Almaden Blvd at San Fernando St","313","1700","","Subscriber","Subscriber","1978","Male","No"
"689",2.9862e+19,"2018-02-06 06:54:48 UTC","Mosswood Park","212","2018-02-06 06:57:34 UTC","MacArthur BART Station","176","2986","","Subscriber","Subscriber","1984","Male","No"
"690",1.6002e+19,"2018-02-05 21:17:31 UTC","Delmas Ave and San Fernando St","283","2018-02-05 21:19:01 UTC","San Jose Diridon Station","312","1600","","Subscriber","Subscriber","1988","Male","No"
"691",5.02018e+17,"2018-02-05 19:32:58 UTC","Sanchez St at 15th St","95","2018-02-05 19:43:15 UTC","Division St at Potrero Ave","89","50","","Subscriber","Subscriber","1992","Male","No"
"692",3.3072e+19,"2018-02-05 19:10:39 UTC","University Ave at Oxford St","258","2018-02-05 19:22:57 UTC","Telegraph Ave at Carleton St","269","3307","","Subscriber","Subscriber","1989","Male","No"
"693",3.32018e+17,"2018-02-05 17:35:54 UTC","Broadway at Coronado Ave","207","2018-02-05 17:57:17 UTC","27th St at MLK Jr Way","217","33","","Customer","Customer","","","No"
"694",1.0072e+19,"2018-02-05 17:18:50 UTC","13th St at Franklin St","338","2018-02-05 17:27:13 UTC","2nd Ave at E 18th St","200","1007","","Subscriber","Subscriber","1987","Male","No"
"695",3.4832e+19,"2018-02-05 11:13:27 UTC","Irwin St at 8th St","102","2018-02-05 11:32:41 UTC","Folsom St at 3rd St","36","3483","","Subscriber","Subscriber","1987","Male","No"
"696",3.7222e+19,"2018-02-05 10:33:42 UTC","Dover St at 57th St","188","2018-02-05 10:39:57 UTC","Ashby BART Station","241","3722","","Subscriber","Subscriber","1984","Female","Yes"
"697",6.40202e+18,"2018-02-05 09:33:59 UTC","Telegraph Ave at Ashby Ave","248","2018-02-05 09:47:03 UTC","34th St at Telegraph Ave","215","640","","Subscriber","Subscriber","1978","Male","Yes"
"698",8.03202e+18,"2018-02-05 08:24:12 UTC","Irwin St at 8th St","102","2018-02-05 08:30:42 UTC","7th St at Brannan St","79","803","","Subscriber","Subscriber","","","No"
"699",3.6042e+19,"2018-02-05 08:21:40 UTC","Telegraph Ave at 58th St","170","2018-02-05 08:29:14 UTC","MacArthur BART Station","176","3604","","Subscriber","Subscriber","1989","Male","No"
"700",1.0052e+19,"2018-02-05 08:03:11 UTC","Telegraph Ave at Ashby Ave","248","2018-02-05 08:18:29 UTC","College Ave at Harwood Ave","167","1005","","Subscriber","Subscriber","1980","Female","No"
"701",3.49202e+18,"2018-02-05 07:39:33 UTC","24th St at Market St","159","2018-02-05 07:46:00 UTC","Frank H Ogawa Plaza","7","349","","Subscriber","Subscriber","1975","Male","Yes"
"702",4.22018e+17,"2018-02-05 04:39:48 UTC","Parker St at Fulton St","266","2018-02-05 04:46:31 UTC","MLK Jr Way at University Ave","238","42","","Subscriber","Subscriber","","","No"
"703",3.5032e+19,"2018-02-04 13:41:13 UTC","Horton St at 40th St","148","2018-02-04 14:58:59 UTC","Frank H Ogawa Plaza","7","3503","","Subscriber","Subscriber","1986","Female","No"
"704",4.67202e+18,"2018-02-04 12:38:58 UTC","Church St at Duboce Ave","85","2018-02-04 13:34:42 UTC","McAllister St at Baker St","52","467","","Customer","Customer","1967","Male","No"
"705",1.1452e+19,"2018-02-04 12:18:23 UTC","59th St at Horton St","153","2018-02-04 13:01:49 UTC","59th St at Horton St","153","1145","","Customer","Customer","","","No"
"706",6.84202e+18,"2018-02-04 12:12:44 UTC","1st St at Folsom St","26","2018-02-04 12:43:59 UTC","Page St at Scott St","72","684","","Subscriber","Subscriber","1960","Female","No"
"707",2.9052e+19,"2018-02-04 12:20:01 UTC","Vine St at Shattuck Ave","254","2018-02-04 12:26:49 UTC","Berkeley Civic Center","246","2905","","Subscriber","Subscriber","","","No"
"708",5.39202e+18,"2018-02-04 11:33:09 UTC","College Ave at Taft Ave","172","2018-02-04 11:37:41 UTC","Shafter Ave at Cavour St","205","539","","Subscriber","Subscriber","1983","Male","No"
"709",1.2122e+19,"2018-02-04 08:16:18 UTC","37th St at West St","192","2018-02-04 08:21:01 UTC","MacArthur BART Station","176","1212","","Subscriber","Subscriber","1968","Other","Yes"
"710",1.6262e+19,"2018-02-04 00:50:39 UTC","Saint James Park","306","2018-02-04 00:56:15 UTC","Jackson St at 5th St","304","1626","","Subscriber","Subscriber","1973","Male","No"
"711",1.4322e+19,"2018-02-03 20:58:57 UTC","29th St at Church St","145","2018-02-03 21:05:32 UTC","Jersey St at Castro St","137","1432","","Subscriber","Subscriber","","","No"
"712",1.5232e+19,"2018-02-03 20:52:32 UTC","Autumn Parkway at Coleman Ave","291","2018-02-03 20:59:27 UTC","The Alameda at Bush St","278","1523","","Subscriber","Subscriber","1993","Male","Yes"
"713",2.3972e+19,"2018-02-03 16:44:34 UTC","McAllister St at Baker St","52","2018-02-03 17:06:40 UTC","Union Square (Powell St at Post St)","324","2397","","Subscriber","Subscriber","1997","Female","No"
"714",2.56202e+18,"2018-02-03 15:47:50 UTC","Grand Ave at Santa Clara Ave","193","2018-02-03 16:12:15 UTC","49th St at Telegraph Ave","175","256","","Customer","Customer","1988","Female","No"
"715",1.5782e+19,"2018-02-03 15:45:24 UTC","Franklin Square","113","2018-02-03 16:06:30 UTC","Division St at Potrero Ave","89","1578","","Customer","Customer","1997","Male","No"
"716",2.4512e+19,"2018-02-03 15:44:24 UTC","29th St at Tiffany Ave","147","2018-02-03 15:52:50 UTC","Harrison St at 20th St","129","2451","","Subscriber","Subscriber","1991","Female","No"
"717",5.50202e+18,"2018-02-03 15:31:57 UTC","45th St at MLK Jr Way","209","2018-02-03 15:47:03 UTC","Telegraph Ave at 19th St","183","550","","Subscriber","Subscriber","1974","Male","No"
"718",1.3652e+19,"2018-02-03 12:13:39 UTC","Shattuck Ave at Telegraph Ave","158","2018-02-03 12:28:23 UTC","Bay Pl at Vernon St","195","1365","","Subscriber","Subscriber","1967","Other","No"
"719",3.3992e+19,"2018-02-03 11:56:15 UTC","Franklin Square","113","2018-02-03 12:01:53 UTC","Mission Playground","121","3399","","Subscriber","Subscriber","1985","Male","No"
"720",3.4842e+19,"2018-02-03 11:04:18 UTC","Shattuck Ave at Telegraph Ave","158","2018-02-03 11:08:14 UTC","Shattuck Ave at 55th Ave","173","3484","","Subscriber","Subscriber","1967","Male","No"
"721",1.8572e+19,"2018-02-03 03:24:42 UTC","30th St at San Jose Ave","146","2018-02-03 03:43:43 UTC","Harrison St at 20th St","129","1857","","Subscriber","Subscriber","1982","Male","Yes"
"722",2.2852e+19,"2018-02-02 23:23:49 UTC","McAllister St at Baker St","52","2018-02-02 23:31:18 UTC","Laguna St at Hayes St","74","2285","","Subscriber","Subscriber","1990","Male","No"
"723",2.9482e+19,"2018-02-02 21:15:48 UTC","The Alameda at Bush St","278","2018-02-02 21:32:11 UTC","San Fernando St at 4th St","310","2948","","Subscriber","Subscriber","1993","Male","Yes"
"724",1.6962e+19,"2018-02-02 19:21:24 UTC","San Jose City Hall","309","2018-02-02 19:26:56 UTC","San Salvador St at 9th St","317","1696","","Subscriber","Subscriber","1997","Female","No"
"725",1.0502e+19,"2018-02-02 18:07:00 UTC","34th St at Telegraph Ave","215","2018-02-02 18:15:46 UTC","Frank H Ogawa Plaza","7","1050","","Subscriber","Subscriber","1990","Male","No"
"726",5.85202e+18,"2018-02-02 16:09:47 UTC","Foothill Blvd at Fruitvale Ave","227","2018-02-02 16:39:09 UTC","Snow Park","198","585","","Subscriber","Subscriber","1944","Male","Yes"
"727",5.72202e+18,"2018-02-02 16:04:39 UTC","Morrison Ave at Julian St","277","2018-02-02 16:16:32 UTC","San Fernando at 7th St","280","572","","Subscriber","Subscriber","1991","Male","Yes"
"728",3.6622e+19,"2018-02-02 15:21:23 UTC","Santa Clara St at 7th St","279","2018-02-02 15:32:02 UTC","5th St at Virginia St","296","3662","","Subscriber","Subscriber","1993","Male","Yes"
"729",6.54202e+18,"2018-02-02 12:45:18 UTC","College Ave at Harwood Ave","167","2018-02-02 13:01:04 UTC","Bancroft Way at Telegraph Ave","239","654","","Subscriber","Subscriber","1953","Female","No"
"730",1.18202e+18,"2018-02-02 11:04:14 UTC","Vine St at Shattuck Ave","254","2018-02-02 11:35:39 UTC","San Pablo Ave at MLK Jr Way","220","118","","Subscriber","Subscriber","1961","Male","No"
"731",5.32018e+17,"2018-02-02 09:22:30 UTC","14th St at Filbert St","231","2018-02-02 09:30:51 UTC","West Oakland BART Station","160","53","","Subscriber","Subscriber","1982","Female","No"
"732",9.62018e+17,"2018-02-01 17:45:47 UTC","29th St at Tiffany Ave","147","2018-02-01 21:48:15 UTC","29th St at Tiffany Ave","147","96","","Subscriber","Subscriber","1982","Male","No"
"733",2.7422e+19,"2018-02-01 19:20:05 UTC","17th & Folsom Street Park (17th St at Folsom St)","110","2018-02-01 19:23:33 UTC","17th St at Valencia St","109","2742","","Subscriber","Subscriber","1984","Male","No"
"734",1.73202e+18,"2018-02-01 17:25:31 UTC","14th St at Mandela Pkwy","230","2018-02-01 17:31:24 UTC","West Oakland BART Station","160","173","","Subscriber","Subscriber","1955","Female","No"
"735",1.3852e+19,"2018-02-01 15:27:02 UTC","Grand Ave at Santa Clara Ave","193","2018-02-01 15:37:59 UTC","Snow Park","198","1385","","Subscriber","Subscriber","1987","Male","No"
"736",1.3362e+19,"2018-02-01 14:23:12 UTC","49th St at Telegraph Ave","175","2018-02-01 14:51:54 UTC","Downtown Berkeley BART","245","1336","","Customer","Customer","1986","Female","No"
"737",3.5832e+19,"2018-02-01 14:36:03 UTC","59th St at Horton St","153","2018-02-01 14:40:06 UTC","65th St at Hollis St","157","3583","","Subscriber","Subscriber","1986","Male","No"
"738",2.5182e+19,"2018-02-01 13:32:57 UTC","Marston Campbell Park","219","2018-02-01 13:37:38 UTC","Frank H Ogawa Plaza","7","2518","","Subscriber","Subscriber","","","No"
"739",4.32018e+17,"2018-02-01 12:28:27 UTC","Colin P Kelly Jr St at Townsend St (Temporary Site)","342","2018-02-01 12:32:36 UTC","The Embarcadero at Bryant St","28","43","","Subscriber","Subscriber","1956","Male","No"
"740",1.9582e+19,"2018-02-01 10:11:25 UTC","14th St at Mandela Pkwy","230","2018-02-01 10:16:42 UTC","West Oakland BART Station","160","1958","","Customer","Customer","1995","Male","No"
"741",2.9802e+19,"2018-02-01 09:30:24 UTC","Sanchez St at 15th St","95","2018-02-01 09:34:50 UTC","17th St at Valencia St","109","2980","","Subscriber","Subscriber","1992","Female","No"
"742",1.2332e+19,"2018-02-01 08:41:36 UTC","Broadway at 40th St","211","2018-02-01 08:46:05 UTC","MacArthur BART Station","176","1233","","Subscriber","Subscriber","1980","Male","No"
"743",1.0142e+19,"2018-02-01 08:08:55 UTC","Shattuck Ave at Telegraph Ave","158","2018-02-01 08:13:06 UTC","MacArthur BART Station","176","1014","","Subscriber","Subscriber","1984","Female","No"
"744",5.90202e+18,"2018-02-01 08:01:27 UTC","Autumn Parkway at Coleman Ave","291","2018-02-01 08:09:44 UTC","San Jose Diridon Station","312","590","","Subscriber","Subscriber","1993","Female","No"
"745",6.93202e+18,"2018-03-31 16:58:43 UTC","San Carlos St at Market St","318","2018-03-31 17:36:38 UTC","5th St at San Salvador St","327","693","","Customer","Customer","","","No"
"746",7.13202e+18,"2018-03-31 16:32:05 UTC","Church St at Duboce Ave","85","2018-03-31 16:37:58 UTC","16th St at Prosper St","105","713","","Subscriber","Subscriber","1984","Other","No"
"747",3.6032e+19,"2018-03-31 15:09:47 UTC","Emeryville Public Market","155","2018-03-31 15:44:57 UTC","Emeryville Public Market","155","3603","","Subscriber","Subscriber","1985","Female","No"
"748",3.4172e+19,"2018-03-31 15:36:53 UTC","45th St at Manila","210","2018-03-31 15:41:33 UTC","49th St at Telegraph Ave","175","3417","","Subscriber","Subscriber","1990","Male","No"
"749",1.7842e+19,"2018-03-31 13:58:38 UTC","5th St at Virginia St","296","2018-03-31 14:09:14 UTC","Pierce Ave at Market St","294","1784","","Subscriber","Subscriber","1987","Male","No"
"750",1.5032e+19,"2018-03-31 12:20:21 UTC","Telegraph Ave at 27th St","179","2018-03-31 12:32:52 UTC","Shattuck Ave at Telegraph Ave","158","1503","","Subscriber","Subscriber","1993","Male","No"
"751",2.2542e+19,"2018-03-31 11:52:27 UTC","DeFremery Park","218","2018-03-31 12:04:11 UTC","Jack London Square","187","2254","","Customer","Customer","1981","Male","No"
"752",2.2232e+19,"2018-03-31 07:50:46 UTC","Telegraph Ave at 23rd St","180","2018-03-31 08:00:55 UTC","14th St at Mandela Pkwy","230","2223","","Subscriber","Subscriber","1990","Female","No"
"753",2.6662e+19,"2018-03-30 19:45:58 UTC","Sanchez St at 15th St","95","2018-03-30 19:49:47 UTC","18th St at Noe St","119","2666","","Subscriber","Subscriber","1969","Male","No"
"754",2.9782e+19,"2018-03-30 19:19:38 UTC","17th & Folsom Street Park (17th St at Folsom St)","110","2018-03-30 19:27:07 UTC","Sanchez St at 17th St","106","2978","","Subscriber","Subscriber","1987","Male","No"
"755",2.0982e+19,"2018-03-30 18:05:48 UTC","13th St at Franklin St","338","2018-03-30 18:12:32 UTC","2nd Ave at E 18th St","200","2098","","Subscriber","Subscriber","1968","Male","Yes"
"756",2.9212e+19,"2018-03-30 17:52:17 UTC","Rockridge BART Station","171","2018-03-30 18:04:41 UTC","Telegraph Ave at Carleton St","269","2921","","Subscriber","Subscriber","1989","Male","No"
"757",4.64202e+18,"2018-03-30 17:48:18 UTC","Franklin Square","113","2018-03-30 17:55:46 UTC","Valencia St at 21st St","127","464","","Subscriber","Subscriber","1980","Male","Yes"
"758",1.5332e+19,"2018-03-30 13:33:51 UTC","California St at University Ave","251","2018-03-30 13:55:26 UTC","Bancroft Way at College Ave","243","1533","","Subscriber","Subscriber","1999","Male","Yes"
"759",1.1402e+19,"2018-03-30 13:43:58 UTC","Sanchez St at 15th St","95","2018-03-30 13:47:28 UTC","14th St at Mission St","97","1140","","Subscriber","Subscriber","1984","Male","No"
"760",2.6632e+19,"2018-03-30 11:02:20 UTC","29th St at Church St","145","2018-03-30 11:27:15 UTC","S Park St at 3rd St","49","2663","","Subscriber","Subscriber","1911","Other","No"
"761",2.1142e+19,"2018-03-30 08:42:09 UTC","Jersey St at Castro St","137","2018-03-30 09:09:36 UTC","Folsom St at 3rd St","36","2114","","Subscriber","Subscriber","1967","Female","No"
"762",2.0102e+19,"2018-03-30 08:22:20 UTC","Shafter Ave at Cavour St","205","2018-03-30 08:43:43 UTC","Frank H Ogawa Plaza","7","2010","","Subscriber","Subscriber","1971","Male","No"
"763",3.4032e+19,"2018-03-30 03:53:15 UTC","Derby St at College Ave","267","2018-03-30 03:56:46 UTC","Telegraph Ave at Ashby Ave","248","3403","","Subscriber","Subscriber","1982","Male","No"
"764",7.23202e+18,"2018-03-29 20:35:37 UTC","Ninth St at Heinz Ave","270","2018-03-29 20:51:36 UTC","32nd St at Adeline St","213","723","","Subscriber","Subscriber","1989","Male","Yes"
"765",1.0262e+19,"2018-03-29 19:28:08 UTC","Oregon St at Adeline St","274","2018-03-29 19:37:03 UTC","Downtown Berkeley BART","245","1026","","Subscriber","Subscriber","1989","Male","Yes"
"766",3.0082e+19,"2018-03-29 19:11:40 UTC","Church St at Duboce Ave","85","2018-03-29 19:23:14 UTC","Central Ave at Fell St","70","3008","","Customer","Customer","1985","Male","No"
"767",2.2052e+19,"2018-03-29 17:05:22 UTC","Colin P Kelly Jr St at Townsend St (Temporary Site)","342","2018-03-29 17:10:49 UTC","The Embarcadero at Bryant St","28","2205","","Subscriber","Subscriber","1990","Male","No"
"768",2.0372e+19,"2018-03-29 16:21:22 UTC","Shattuck Ave at Telegraph Ave","158","2018-03-29 16:23:02 UTC","49th St at Telegraph Ave","175","2037","","Subscriber","Subscriber","1982","Male","No"
"769",3.4082e+19,"2018-03-29 14:22:52 UTC","Harmon St at Adeline St","340","2018-03-29 14:33:16 UTC","Milvia St at Derby St","242","3408","","Subscriber","Subscriber","1994","Female","No"
"770",1.3462e+19,"2018-03-29 13:21:32 UTC","5th St at Virginia St","296","2018-03-29 13:27:08 UTC","William St at 10th St","295","1346","","Subscriber","Subscriber","1993","Male","Yes"
"771",3.3822e+19,"2018-03-29 11:00:10 UTC","Sanchez St at 15th St","95","2018-03-29 11:05:12 UTC","Valencia St at 16th St","98","3382","","Subscriber","Subscriber","1984","Female","No"
"772",1.1542e+19,"2018-03-29 10:24:53 UTC","29th St at Church St","145","2018-03-29 10:41:17 UTC","S Van Ness Ave at Market St","59","1154","","Subscriber","Subscriber","1985","Other","No"
"773",3.2332e+19,"2018-03-29 08:25:06 UTC","Horton St at 40th St","148","2018-03-29 08:31:48 UTC","Emeryville Public Market","155","3233","","Subscriber","Subscriber","1973","Male","No"
"774",1.2172e+19,"2018-03-29 08:27:54 UTC","12th St at 4th Ave","233","2018-03-29 08:31:38 UTC","10th St at Fallon St","201","1217","","Subscriber","Subscriber","1977","Male","No"
"775",2.2612e+19,"2018-03-29 07:59:37 UTC","McAllister St at Baker St","52","2018-03-29 08:28:39 UTC","Spear St at Folsom St","24","2261","","Subscriber","Subscriber","1982","Male","No"
"776",1.2812e+19,"2018-03-28 22:25:50 UTC","Fountain Alley at S 2nd St","341","2018-03-28 22:32:06 UTC","S. 4th St at San Carlos St","208","1281","","Subscriber","Subscriber","1993","Male","Yes"
"777",3.4462e+19,"2018-03-28 17:54:48 UTC","Bryant St at 2nd St","343","2018-03-28 17:56:47 UTC","S Park St at 3rd St","49","3446","","Subscriber","Subscriber","1965","Male","Yes"
"778",3.24202e+18,"2018-03-28 17:33:17 UTC","Bryant St at 2nd St","343","2018-03-28 17:50:39 UTC","Bryant St at 15th St","100","324","","Subscriber","Subscriber","1949","Male","No"
"779",3.6952e+19,"2018-03-28 17:36:32 UTC","Rockridge BART Station","171","2018-03-28 17:40:29 UTC","College Ave at Alcatraz Ave","166","3695","","Subscriber","Subscriber","1976","Male","No"
"780",3.62202e+18,"2018-03-28 14:34:37 UTC","Emeryville Town Hall","149","2018-03-28 14:52:34 UTC","45th St at Manila","210","362","","Subscriber","Subscriber","1963","Male","No"
"781",4.26202e+18,"2018-03-28 11:52:02 UTC","Emeryville Public Market","155","2018-03-28 11:58:02 UTC","65th St at Hollis St","157","426","","Subscriber","Subscriber","1991","Female","No"
"782",3.3562e+19,"2018-03-28 09:21:23 UTC","Webster St at O'Farrell St","285","2018-03-28 09:28:47 UTC","Market St at Franklin St","75","3356","","Customer","Customer","1995","Female","No"
"783",1.0962e+19,"2018-03-28 09:09:20 UTC","Eureka Valley Recreation Center","118","2018-03-28 09:27:37 UTC","San Bruno Ave at 16th St","101","1096","","Subscriber","Subscriber","1957","Male","No"
"784",2.7602e+19,"2018-03-28 08:18:07 UTC","McAllister St at Baker St","52","2018-03-28 08:28:27 UTC","San Francisco Public Library (Grove St at Hyde St)","43","2760","","Subscriber","Subscriber","1984","Male","Yes"
"785",1.0412e+19,"2018-03-28 08:05:20 UTC","Dover St at 57th St","188","2018-03-28 08:13:02 UTC","MacArthur BART Station","176","1041","","Subscriber","Subscriber","1989","Female","No"
"786",5.70202e+18,"2018-03-28 06:46:58 UTC","Market St at Brockhurst St","214","2018-03-28 06:55:02 UTC","MacArthur BART Station","176","570","","Subscriber","Subscriber","1992","Other","No"
"787",8.27202e+18,"2018-03-28 06:06:16 UTC","Vine St at Shattuck Ave","254","2018-03-28 06:09:48 UTC","Shattuck Ave at Hearst Ave","244","827","","Subscriber","Subscriber","1992","Female","No"
"788",1.8242e+19,"2018-03-27 22:18:45 UTC","San Carlos St at Market St","318","2018-03-27 22:25:38 UTC","San Carlos St at 11th St","286","1824","","Subscriber","Subscriber","1965","Male","Yes"
"789",3.5992e+19,"2018-03-27 20:04:41 UTC","San Pablo Ave at 27th St","216","2018-03-27 20:08:42 UTC","24th St at Market St","159","3599","","Subscriber","Subscriber","1983","Male","No"
"790",3.2922e+19,"2018-03-27 18:20:14 UTC","Rockridge BART Station","171","2018-03-27 18:24:38 UTC","College Ave at Alcatraz Ave","166","3292","","Subscriber","Subscriber","1976","Male","No"
"791",1.2152e+19,"2018-03-27 16:50:33 UTC","Broadway at 30th St","178","2018-03-27 16:56:22 UTC","Broadway at 40th St","211","1215","","Subscriber","Subscriber","1987","Male","No"
"792",6.04202e+18,"2018-03-27 15:53:20 UTC","Berkeley Civic Center","246","2018-03-27 15:58:12 UTC","Milvia St at Derby St","242","604","","Subscriber","Subscriber","1977","Other","No"
"793",1.9622e+19,"2018-03-27 14:38:23 UTC","13th St at Franklin St","338","2018-03-27 14:41:52 UTC","Webster St at 19th St","337","1962","","Subscriber","Subscriber","1975","Male","No"
"794",2.4912e+19,"2018-03-27 13:16:31 UTC","Telegraph Ave at Ashby Ave","248","2018-03-27 13:18:48 UTC","Telegraph Ave at Ashby Ave","248","2491","","Subscriber","Subscriber","1990","Male","No"
"795",1.5162e+19,"2018-03-27 11:25:32 UTC","Cesar Chavez St at Dolores St","140","2018-03-27 11:33:12 UTC","Jersey St at Church St","138","1516","","Customer","Customer","1989","Female","No"
"796",2.2002e+19,"2018-03-27 09:55:24 UTC","14th St at Mandela Pkwy","230","2018-03-27 10:00:07 UTC","West Oakland BART Station","160","2200","","Subscriber","Subscriber","1975","Male","No"
"797",3.2642e+19,"2018-03-27 09:34:07 UTC","Market St at Brockhurst St","214","2018-03-27 09:40:15 UTC","MacArthur BART Station","176","3264","","Subscriber","Subscriber","1984","Male","No"
"798",3.17202e+18,"2018-03-27 07:35:33 UTC","Stanford Ave at Hollis St","156","2018-03-27 07:37:04 UTC","53rd St at Hollis St","151","317","","Subscriber","Subscriber","1986","Male","No"
"799",2.2582e+19,"2018-03-27 05:08:42 UTC","30th St at San Jose Ave","146","2018-03-27 06:39:40 UTC","30th St at San Jose Ave","146","2258","","Subscriber","Subscriber","1974","Male","No"
"800",3.4682e+19,"2018-03-26 18:19:09 UTC","Hearst Ave at Euclid Ave","256","2018-03-26 18:30:43 UTC","Downtown Berkeley BART","245","3468","","Subscriber","Subscriber","1993","Male","No"
"801",5.05202e+18,"2018-03-26 18:11:32 UTC","47th St at San Pablo Ave","152","2018-03-26 18:18:39 UTC","Adeline St at 40th St","150","505","","Subscriber","Subscriber","1973","Male","No"
"802",2.4632e+19,"2018-03-26 18:12:03 UTC","West St at 40th St","190","2018-03-26 18:17:29 UTC","Genoa St at 55th St","189","2463","","Subscriber","Subscriber","1984","Male","No"
"803",1.7262e+19,"2018-03-26 16:58:41 UTC","Colin P Kelly Jr St at Townsend St (Temporary Site)","342","2018-03-26 17:01:56 UTC","The Embarcadero at Bryant St","28","1726","","Subscriber","Subscriber","","","No"
"804",3.2722e+19,"2018-03-26 16:50:03 UTC","Franklin St at 9th St","162","2018-03-26 16:53:09 UTC","Frank H Ogawa Plaza","7","3272","","Subscriber","Subscriber","1935","Male","Yes"
"805",3.2562e+19,"2018-03-26 16:26:22 UTC","Emeryville Public Market","155","2018-03-26 16:36:47 UTC","Emeryville Town Hall","149","3256","","Customer","Customer","1986","Female","No"
"806",2.4672e+19,"2018-03-26 15:33:58 UTC","27th St at MLK Jr Way","217","2018-03-26 15:41:55 UTC","Telegraph Ave at 19th St","183","2467","","Subscriber","Subscriber","1982","Male","Yes"
"807",5.87202e+18,"2018-03-26 13:13:27 UTC","23rd Ave at Foothill Blvd","225","2018-03-26 13:33:39 UTC","23rd Ave at Foothill Blvd","225","587","","Customer","Customer","1988","Male","No"
"808",1.7092e+19,"2018-03-26 11:00:37 UTC","William St at 10th St","295","2018-03-26 11:07:00 UTC","San Fernando St at 4th St","310","1709","","Subscriber","Subscriber","1965","Female","Yes"
"809",1.2822e+19,"2018-03-26 09:23:43 UTC","Irwin St at 8th St","102","2018-03-26 09:30:29 UTC","Townsend St at 5th St","80","1282","","Subscriber","Subscriber","1986","Female","No"
"810",2.0732e+19,"2018-03-26 08:33:51 UTC","32nd St at Adeline St","213","2018-03-26 08:46:01 UTC","West Oakland BART Station","160","2073","","Subscriber","Subscriber","1985","Male","No"
